RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2209,15809826,Craigie,728,France,Female,46,2,109705.52,1,1,0,20276.87,1
5417,15809830,Belisario,630,France,Male,50,8,0,2,0,1,79377.45,0
7139,15809837,Kent,430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1
4066,15809838,Moore,697,Spain,Male,30,1,0,2,0,0,735.79,0
6790,15809847,Tan,668,France,Male,46,0,0,2,0,0,29388.02,0
8014,15809872,Ikechukwu,650,France,Male,32,2,84906.45,1,1,0,163216.48,0
4358,15809901,Johnstone,755,France,Male,36,8,0,2,1,0,176809.87,0
7912,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0
7569,15809909,Fan,422,Spain,Female,54,4,0,2,1,1,7166.71,0
4793,15809991,Ferrari,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0
6700,15809999,Gordon,709,France,Female,41,3,150300.65,2,1,0,71672.86,0
9562,15810010,Dahlenburg,678,Germany,Male,36,6,118448.15,2,1,0,53172.02,0
3149,15810075,Fang,648,France,Female,39,6,130694.89,2,1,1,153955.38,1
6168,15810167,Scott,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0
8643,15810203,Manning,499,Germany,Female,44,6,77627.33,2,1,0,108222.68,0
996,15810218,Sun,610,Spain,Male,29,9,0,3,0,1,83912.24,0
9020,15810227,Fanucci,421,France,Male,34,2,0,2,1,1,96615.23,0
1629,15810347,Todd,662,Spain,Female,30,9,0,2,0,1,157884.83,0
3753,15810385,Giordano,717,Spain,Female,36,2,164557.95,1,0,1,82336.73,0
9448,15810390,Amadi,718,France,Female,41,1,0,2,0,1,27509.52,1
421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1
415,15810432,Moseley,795,Spain,Male,35,8,0,2,1,0,167155.36,0
8831,15810444,Aksenov,562,Germany,Female,39,6,130565.02,1,1,0,9854.72,1
4266,15810454,Reed,709,France,Male,32,4,147307.91,1,0,1,40861.55,0
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0
4336,15810460,Fanucci,708,Spain,Female,64,5,0,3,0,1,112520.07,1
7280,15810485,Sun,486,Germany,Male,37,1,101438,1,0,0,51364.56,0
9898,15810563,Ho,678,Spain,Female,61,8,0,2,1,1,159938.82,0
4175,15810593,Forbes,568,France,Male,51,4,0,3,1,1,66586.56,0
8942,15810660,Boyle,774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0
5831,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0
7651,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0
7325,15810723,Sanderson,607,France,Female,39,10,0,3,1,0,132741.13,1
9078,15810732,Grant,730,France,Female,36,8,148749.29,2,1,0,91830.75,0
6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0
1908,15810786,O'Toole,620,France,Female,67,3,0,2,1,1,43486.73,0
3237,15810800,Ositadimma,673,Spain,Female,32,0,0,1,1,1,72873.33,0
6388,15810807,Alekseeva,513,France,Female,43,9,0,2,1,0,152499.8,0
8858,15810826,Chiekwugo,624,France,Male,36,6,0,2,0,0,84749.96,0
4130,15810829,Macfarlan,618,France,Male,48,7,0,1,1,0,13921.82,1
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0
8874,15810839,Rogers,610,France,Male,34,0,103108.17,1,0,0,125646.82,0
184,15810845,T'ang,636,France,Male,42,2,0,2,1,1,55470.78,0
767,15810864,Williamson,700,France,Female,82,2,0,2,0,1,182055.36,0
5812,15810878,Baker,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0
9579,15810891,Lorenzo,662,France,Male,34,2,117731.79,2,0,1,55120.79,0
6516,15810898,Pan,803,France,Female,65,2,151659.52,2,0,1,6930.17,0
9000,15810910,Royston,702,Spain,Female,38,9,0,2,1,1,158527.45,0
9103,15810942,Chiemela,445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0
2900,15810944,Bryant,586,France,Female,35,7,0,2,1,0,70760.69,0
679,15810978,Pugliesi,788,Spain,Female,70,1,0,2,1,1,41610.62,0
8867,15810995,Wright,526,Germany,Male,34,3,122726.56,1,1,1,46772.36,0
5092,15811026,Norman,505,Germany,Male,43,5,136855.94,2,1,0,171070.52,0
8966,15811032,Gambrell,477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0
6625,15811036,Ferri,565,France,Male,46,7,135369.71,1,0,1,140130.22,0
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0
3159,15811177,Beneventi,643,France,Female,31,3,167949.48,1,1,0,143162.34,0
5437,15811200,Ts'ao,831,France,Female,34,2,0,2,0,0,165840.94,0
1681,15811236,Burns,705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0
1911,15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0
4023,15811290,Komarova,680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0
1881,15811314,Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
1158,15811327,Pan,700,Spain,Male,54,1,79415.67,1,0,1,139735.54,0
7863,15811343,Cattaneo,644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0
8516,15811389,Padovano,724,Germany,Female,35,0,171982.95,2,0,1,167313.07,0
8720,15811415,Jenks,691,France,Female,44,6,134066.1,2,1,1,197572.41,0
4003,15811486,Tang,634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0
300,15811490,French,627,France,Male,33,5,0,2,1,1,103737.82,0
5686,15811565,Cocci,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1
4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1
153,15811589,Metcalfe,716,Spain,Male,42,8,0,2,1,0,180800.42,0
9900,15811594,Gordon,660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0
3019,15811613,Voss,588,France,Female,27,8,0,1,1,0,20066.38,0
7317,15811690,Bayley,793,Germany,Male,54,2,128966.13,1,0,0,18633.4,1
7348,15811742,Jen,553,Spain,Male,42,7,0,2,1,0,7680.23,0
632,15811762,Pickering,583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1
566,15811773,Hsia,543,France,Male,36,4,0,2,1,1,141210.5,0
2149,15811842,Artemyeva,630,Spain,Male,26,7,0,2,1,1,6656.64,0
6990,15811877,Shao,700,France,Female,36,4,0,2,1,0,130789.15,0
6860,15811927,Marcelo,733,France,Female,38,3,157658.36,1,0,0,19658.43,0
5955,15811947,Gordon,850,France,Male,33,0,124781.67,1,0,1,33700.52,0
8373,15811958,Medland,850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0
4483,15811970,Kang,653,France,Female,42,1,0,2,1,1,5768.32,0
6798,15811978,Trevisani,693,Germany,Male,46,2,104763.41,1,1,1,62368.33,0
4709,15811985,Power,530,Spain,Male,44,6,0,2,0,0,55893.37,0
354,15812007,Power,670,Spain,Male,25,6,0,2,1,1,78358.94,0
241,15812009,Grant,662,Spain,Male,38,4,0,2,1,0,136259.65,0
6384,15812040,Lorenzo,594,France,Male,36,6,153880.15,1,0,0,135431.72,0
1518,15812071,Endrizzi,744,France,Male,54,6,93806.31,2,0,1,140068.77,0
6385,15812073,Palmer,529,France,Female,31,7,0,2,1,1,175697.87,0
5918,15812184,Rose,674,France,Female,31,1,0,1,1,0,128954.05,0
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
1060,15812197,Kline,850,France,Male,38,7,80293.98,1,0,0,126555.74,0
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
4517,15812210,Yashina,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1
5367,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0
4381,15812241,Udinese,438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1
4081,15812262,Gaffney,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1
8989,15812279,William,634,France,Male,37,5,115345.86,2,0,0,168781.8,0
3497,15812324,King,779,France,Male,27,1,0,2,1,1,190623.02,0
1847,15812338,Sopuluchukwu,485,Spain,Female,30,7,0,1,1,0,107067.37,0
766,15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0
8186,15812356,Doherty,722,Germany,Female,40,6,89175.06,2,0,1,152883.95,0
7933,15812365,Greco,850,France,Male,40,8,102800.65,1,1,0,60811.56,0
8367,15812422,Ugorji,637,France,Male,41,2,0,2,0,1,102515.42,0
7624,15812470,Allan,719,France,Male,61,5,0,2,0,1,29132.43,0
6314,15812482,Young,575,France,Male,27,3,139301.68,1,1,0,99843.98,0
1542,15812497,D'Albertis,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0
2846,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1
73,15812518,Palermo,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
9611,15812534,Chiemenam,455,France,Male,40,1,0,3,0,1,129975.34,0
5175,15812594,Ross,791,France,Male,34,7,0,2,1,0,96734.46,0
8063,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1
9818,15812611,Lorimer,690,Spain,Female,30,5,0,2,0,1,78700.03,0
3710,15812616,Enyinnaya,707,France,Female,49,10,0,1,1,0,82967.97,1
2725,15812628,Dodd,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0
5530,15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0
3522,15812706,Mazure,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0
8776,15812720,Hooker,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0
731,15812750,Ozioma,591,France,Male,24,6,147360,1,1,1,25310.82,0
7481,15812766,Golubeva,490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0
5149,15812767,Harvey,731,Spain,Male,70,3,0,2,1,1,141180.66,0
5031,15812832,Jideofor,562,Germany,Male,33,8,92659.2,2,1,0,1354.25,0
5582,15812850,Stradford,494,Spain,Male,67,5,0,2,1,1,85890.16,0
108,15812878,Parsons,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0
5701,15812888,Perreault,447,France,Male,41,3,0,4,1,1,197490.39,1
9215,15812893,Costa,629,France,Female,39,10,0,2,1,1,43174.49,1
2836,15812917,Kosisochukwu,653,Spain,Male,35,6,116662.96,2,1,1,23864.21,0
7440,15812918,Scott,432,France,Female,27,6,62339.81,2,0,0,53874.67,0
5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
2265,15812945,Padovesi,582,France,Female,29,0,0,1,1,1,84012.81,0
2206,15812982,Francis,509,Spain,Male,38,2,0,1,0,0,168460.12,0
2095,15813022,Kapustina,531,Spain,Male,70,1,0,2,0,0,99503.19,0
749,15813034,Martin,727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0
2857,15813067,Williams,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,1
5173,15813095,Nwebube,553,France,Male,37,2,0,2,1,0,33877.29,0
3131,15813113,Chang,795,Spain,Female,56,5,0,1,1,0,35418.69,1
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0
9916,15813140,Taylor,543,Spain,Male,41,5,0,2,0,1,143980.29,0
2354,15813144,Osborne,554,France,Female,26,7,92606.86,2,1,0,192709.69,0
6082,15813159,Hairston,526,France,Male,52,8,93590.47,1,0,1,21228.71,1
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0
1097,15813168,Maslova,756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1
7667,15813192,Chukwuemeka,494,France,Male,25,6,0,2,0,1,109988.09,0
8280,15813283,Mai,605,France,Female,34,2,0,1,0,0,35982.42,0
2459,15813303,Rearick,513,Spain,Male,88,10,0,2,1,1,52952.24,0
5844,15813327,Romani,710,France,Male,21,4,109130.96,2,1,1,56191.99,0
7349,15813363,Woods,448,Spain,Male,25,2,0,2,0,0,95215.73,0
2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,1
3462,15813422,Lu,781,Spain,Male,35,4,80790.74,1,1,0,116429.51,0
2651,15813439,Ch'ien,587,France,Male,33,5,100116.82,1,1,0,34215.58,0
1198,15813444,McIntosh,590,Spain,Female,34,6,0,2,1,0,171021.44,0
9933,15813451,Fleetwood-Smith,677,Spain,Male,18,8,134796.87,2,1,1,114858.9,0
8166,15813503,Pickering,606,Spain,Male,37,8,154712.58,2,1,0,89099.18,0
4220,15813504,Onyemachukwu,543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0
2681,15813532,Burns,625,France,Female,39,5,0,2,1,0,32615.21,0
1213,15813590,Vance,610,Spain,Male,42,6,0,2,1,0,158302.59,1
5412,15813640,Shih,642,France,Female,40,7,0,2,1,0,10712.82,0
8327,15813645,Hamilton,491,France,Female,36,0,53369.13,1,1,1,103934.12,0
5858,15813659,Folliero,594,France,Female,56,7,0,1,1,0,26215.85,1
8644,15813660,Forlonge,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0
5335,15813681,Zito,786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0
3739,15813697,Onyekaozulu,498,Germany,Female,44,2,120702.67,2,1,1,98175.74,0
7034,15813718,Kirillova,651,Spain,Male,45,4,0,2,0,0,193009.21,0
657,15813741,Nnachetam,549,Spain,Male,25,6,193858.2,1,0,1,21600.11,0
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
652,15813850,Christian,720,France,Male,52,7,0,1,1,1,14781.12,0
5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
8191,15813871,Hs?,690,France,Male,47,2,0,2,1,0,151375.73,0
3978,15813894,Bogle,620,Spain,Male,21,9,0,2,0,0,154882.79,0
9091,15813911,Hayes-Williams,809,France,Female,39,5,0,1,1,0,77705.75,0
2821,15813916,Kudryashova,622,France,Female,31,1,89688.94,1,1,1,152305.47,0
1291,15813917,Kirk,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0
9820,15813946,Duffy,637,Germany,Male,51,1,104682.83,1,1,0,55266.96,1
6178,15813974,Maruff,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1
2959,15814004,Fyodorova,589,France,Male,29,2,0,2,0,1,98320.27,0
5262,15814022,Lassetter,714,France,Female,26,9,89928.99,1,1,0,46203.31,0
1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0
6011,15814033,Milano,759,Spain,Male,38,1,0,2,1,0,20778.39,0
606,15814035,Lawrence,601,France,Male,29,9,0,1,1,1,80393.27,0
9790,15814040,Munroe,610,France,Female,45,1,0,2,1,1,199657.46,0
3984,15814092,Wang,626,France,Female,44,2,0,1,0,1,173117.22,1
7520,15814116,Castiglione,583,France,Female,42,7,0,2,1,0,144039.05,0
2608,15814209,Capon,814,France,Male,31,1,118870.92,1,1,0,101704.19,0
5806,15814236,Kay,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0
7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0
6689,15814267,Zhdanova,550,France,Male,22,6,154377.3,1,1,1,51721.52,0
1410,15814268,Franklin,444,France,Female,40,5,84350.07,1,1,0,143835.76,0
907,15814275,Zikoranachidimma,685,France,Male,33,6,174912.72,1,1,1,43932.54,0
9150,15814331,Lung,597,Germany,Female,43,7,119127.46,2,1,0,55809.92,0
9358,15814405,Chesnokova,418,France,Female,46,9,0,1,1,1,81014.5,1
5659,15814430,Ma,747,Spain,Male,41,9,0,1,1,0,32430.94,1
3455,15814465,Ch'in,612,France,Male,24,1,182705.05,1,1,1,171837.06,0
6347,15814468,Wei,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1
5719,15814519,Kamdibe,648,France,Female,37,7,0,2,1,0,194238.92,0
2048,15814536,Conti,549,France,Male,37,2,112541.54,2,0,0,47432.43,0
3233,15814553,Ball,559,France,Female,34,5,68999.66,2,1,1,66879.27,0
9964,15814664,Scott,740,Germany,Male,33,2,126524.11,1,1,0,136869.31,0
8148,15814675,Chien,642,Germany,Female,39,8,128264.03,1,1,0,61792.76,1
9833,15814690,Chukwujekwu,595,Germany,Female,64,2,105736.32,1,1,1,89935.73,1
6363,15814750,Ricci,629,Spain,Male,34,8,0,2,1,1,180595.02,0
8062,15814757,Carter,477,Spain,Male,31,9,0,2,0,1,184061.17,0
8333,15814772,Adams,645,Germany,Male,49,4,160133.88,1,0,1,88391.97,0
3084,15814816,Kambinachi,466,France,Male,40,4,91592.06,1,1,0,141210.18,1
1469,15814846,Ozerova,691,France,Male,52,3,0,1,1,0,175843.68,1
5038,15814923,Sullivan,606,Spain,Male,38,7,128578.52,1,1,1,193878.51,0
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1
6276,15814940,Lawrence,642,Spain,Female,33,9,0,2,1,1,150475.14,0
3425,15814998,Bonham,688,Spain,Male,42,5,0,2,0,0,197602.29,0
7104,15815040,Ma,552,Germany,Female,42,8,103362.14,1,0,1,186869.58,1
5920,15815043,McMillan,645,Spain,Male,49,8,0,2,1,0,162012.6,0
6454,15815070,Romano,566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0
7342,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1
9848,15815097,Root,603,France,Female,34,9,0,2,1,0,167916.35,0
8886,15815125,Michael,668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0
4542,15815131,Howells,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0
3158,15815236,Chiganu,574,Spain,Male,34,5,0,2,0,0,28269.86,0
9466,15815259,Fang,835,France,Female,56,2,0,2,1,1,39820.13,0
7054,15815271,Ritchie,755,Germany,Male,43,6,165048.5,3,1,0,16929.41,1
6771,15815295,John,662,France,Female,38,2,96479.81,1,1,0,120259.41,0
9324,15815316,Kennedy,644,France,Male,50,9,76817,4,1,0,196371.13,1
758,15815364,Ashley,736,Spain,Female,28,2,0,2,1,1,117431.1,0
3325,15815420,McDaniels,808,Spain,Male,47,8,139196,1,0,1,74028.36,0
3715,15815428,Biryukova,823,France,Male,34,3,105057.33,1,1,0,9217.92,0
7123,15815443,Lo,527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0
2659,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028,1
3418,15815530,Chin,612,France,Female,42,10,75497.51,1,0,0,149682.78,0
9244,15815534,Guidry,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0
5598,15815552,Ferguson,670,France,Female,42,6,112333.63,1,1,1,65706.86,0
1934,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0
6641,15815615,Kung,681,France,Male,36,5,141952.07,1,1,1,185144.08,0
2079,15815626,Oluchi,640,France,Male,63,2,68432.45,2,1,1,112503.24,1
3412,15815628,Moysey,711,France,Female,37,8,113899.92,1,0,0,80215.2,0
8272,15815645,Akhtar,481,France,Male,37,8,152303.66,2,1,1,175082.2,0
8089,15815656,Hopkins,541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1
1763,15815660,Mazzi,758,France,Female,34,1,154139.45,1,1,1,60728.89,0
5503,15815690,Akabueze,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0
5641,16006439,Hussain,558,France,Female,53,4,87383,4,0,1,95856,0
4108,15954248,Safani,653,France,Female,22,5,217057,4,0,1,56928,0
5162,15906143,Williams,740,Spain,Male,49,4,99627,3,0,0,55964,1
4449,16001828,Steve,849,Spain,Male,70,2,174201,1,1,0,137209,1
3651,15868853,Joseph,686,Spain,Female,20,9,116977,4,1,1,92773,0
4559,15816426,Brown,536,Germany,Male,47,3,69900,2,0,1,115786,1
8877,15951076,Senapati,336,Germany,Female,50,2,127594,1,0,0,117143,1
6848,15911441,Joseph,516,Spain,Male,21,2,114436,2,0,0,126741,1
1947,15898544,Brown,449,France,Male,31,5,245554,3,1,1,44607,0
6618,15971426,Doe,506,Germany,Male,34,6,90595,1,1,1,63692,0
7612,15884241,Robert,358,Spain,Male,27,0,65862,3,1,1,84947,0
3950,15947932,Smith,393,Spain,Male,32,4,139083,1,0,1,81206,1
9148,15899565,Joseph,616,France,Male,36,4,82270,2,1,1,81480,1
2072,15958302,Robert,799,France,Female,31,0,163170,3,0,1,89438,0
1121,15931931,Joseph,665,Spain,Male,46,6,164768,4,1,1,21968,1
3863,15879881,Senapati,457,Germany,Female,52,5,36296,3,1,1,106304,1
5580,15971782,Senapati,530,France,Female,32,4,229439,4,1,1,99593,1
8822,15994636,Joseph,716,Spain,Male,36,8,231269,1,1,0,99742,1
1405,15846295,Hussain,600,France,Male,31,9,180593,3,1,1,78456,0
4211,15895300,Williams,435,France,Female,70,4,29305,2,0,1,60264,1
9886,15879749,Williams,490,Germany,Female,41,5,193265,3,1,1,35665,0
1896,15962258,Senapati,602,Germany,Male,23,9,213142,2,1,1,119505,0
7704,15850834,Hussain,345,France,Female,58,6,66682,2,1,1,22700,1
9088,15999254,Smith,567,Spain,Male,43,6,82643,1,1,1,123315,0
3051,16008018,Safani,476,Germany,Male,62,3,113412,1,1,0,135615,1
2951,15895258,Joseph,639,France,Male,36,6,13263,3,0,1,82408,1
5653,15822723,Joseph,742,Spain,Female,68,1,6869,1,1,1,93693,1
8414,15821245,Joseph,696,Spain,Male,26,6,59813,2,1,1,69312,0
4381,15903836,Robert,571,Germany,Female,60,4,38851,4,1,0,94822,1
1957,15856954,Senapati,577,Germany,Male,18,7,163209,3,0,1,116298,1
8079,15882145,Williams,596,Germany,Female,54,7,82337,3,0,0,88224,0
7604,15834500,Williams,802,Spain,Female,31,7,29207,3,1,1,63908,0
8077,15923375,Steve,571,Germany,Male,29,9,698,3,0,1,97623,0
4783,15824263,Johnson,389,France,Male,29,10,65436,3,0,0,52491,0
1470,15875650,Brown,584,France,Male,31,3,222155,3,1,0,49844,1
1594,15968898,Smith,574,France,Female,58,3,209691,2,0,1,39054,0
8279,15821801,Joseph,646,Germany,Female,57,2,74649,4,0,0,40372,1
8163,16003249,Joseph,810,France,Female,26,1,233933,2,0,0,100652,1
2945,15857591,Steve,674,Spain,Male,25,3,183929,1,1,1,72433,0
7511,16010277,Doe,780,Spain,Female,25,1,186543,1,1,1,20306,0
4716,15925661,Joseph,574,Germany,Female,40,2,216694,2,0,0,35021,0
4716,15986087,Steve,675,France,Female,47,0,175861,3,0,0,51448,1
6527,15947015,Brown,393,Germany,Male,26,2,178321,1,0,1,67594,1
2928,15907104,Senapati,625,Spain,Male,21,10,80899,3,1,1,137241,1
2825,15877550,Williams,508,Spain,Male,58,3,35748,4,1,1,75342,0
4233,15857232,Steve,432,Germany,Male,53,6,10448,2,1,1,59186,0
7085,15881948,Williams,601,France,Male,39,8,173885,1,1,1,25445,0
5822,15890601,Johnson,554,France,Male,68,10,31575,3,1,1,55167,0
8319,15980135,Johnson,617,Spain,Female,49,3,168641,1,0,1,146912,0
5073,15869731,Brown,808,Spain,Male,42,2,26890,2,1,1,148927,0
7585,15920009,Steve,754,Germany,Female,24,5,131396,3,1,1,144946,0
5604,15898554,Brown,673,Spain,Male,21,0,238399,3,0,0,77939,1
4347,15930504,Hussain,597,France,Male,51,3,90235,4,0,0,88530,1
8272,15937264,Senapati,726,France,Female,32,5,189403,4,1,0,147536,0
5561,15902472,Steve,630,Germany,Male,63,10,48981,1,0,0,47920,0
9831,15928227,Doe,422,France,Female,52,2,163612,3,1,1,106595,0
1189,15917004,Hussain,682,France,Female,21,3,30729,3,0,0,59363,0
9135,15999077,Brown,729,Germany,Male,64,5,240549,3,0,0,21572,0
3059,15924689,Smith,674,Spain,Female,70,8,72596,2,1,0,85547,1
1464,16000094,Robert,496,Spain,Female,24,9,239496,1,0,0,78804,1
7056,16003056,Joseph,439,France,Male,21,5,98850,2,0,0,112978,1
6800,15863743,Smith,486,Spain,Male,33,8,185426,3,1,0,71153,0
7178,16007244,Steve,530,Spain,Female,49,3,72443,4,0,1,125252,1
2851,15846108,Senapati,801,France,Male,54,7,61985,1,0,0,56833,0
1968,15868791,Hussain,378,France,Male,52,6,136791,1,1,0,34375,1
3833,15873882,Hussain,522,Germany,Male,45,3,207908,4,0,1,48055,1
6364,15975210,Robert,724,Spain,Male,30,5,49761,3,0,1,70591,0
8484,15905550,Robert,731,Germany,Female,69,3,137177,2,0,1,72622,0
8805,16011852,Brown,574,Spain,Male,35,4,226233,2,0,1,73610,1
9912,15852810,Doe,605,France,Male,33,8,127721,3,1,1,38552,0
5526,16010369,Doe,434,France,Male,50,1,71793,1,0,0,96271,1
4474,15817001,Smith,334,Spain,Male,26,10,106976,4,1,1,117482,1
1597,15930387,Joseph,531,Germany,Male,60,8,30083,1,0,1,106762,0
2789,15930987,Safani,314,Spain,Male,57,3,217008,2,1,0,115337,1
3916,15882658,Safani,483,Germany,Female,59,10,185126,3,0,0,87941,0
2867,15875101,Senapati,372,Spain,Male,54,4,116921,1,0,1,55637,1
9423,15900041,Steve,622,Spain,Female,32,2,245490,1,1,1,87887,0
8962,15827763,Johnson,592,France,Female,56,2,190336,4,1,1,128452,0
3674,15919555,Brown,616,Spain,Male,63,8,67360,1,0,1,30725,0
5866,15883084,Williams,679,Spain,Male,65,6,82315,4,0,1,82214,0
4034,15817604,Brown,609,Spain,Female,68,8,72060,1,0,0,47342,1
2546,15966917,Safani,380,France,Female,38,7,46234,3,1,0,120030,1
5724,15845939,Senapati,831,France,Female,58,2,48062,3,1,1,96012,1
3609,15872061,Doe,385,Germany,Male,40,1,177188,3,0,0,31070,1
8297,15849392,Smith,384,Spain,Male,61,7,105499,4,0,0,110460,1
2017,16000409,Johnson,726,Germany,Male,48,9,206829,2,0,0,74237,1
9701,15822041,Steve,803,Germany,Female,18,5,93428,3,0,1,109478,0
7516,15883769,Williams,799,Spain,Male,23,2,40584,1,0,0,144038,0
7507,15872080,Steve,463,Spain,Male,69,1,82765,2,1,0,37083,0
3183,16014482,Joseph,638,Spain,Female,56,5,64159,1,1,0,73528,1
6316,15957314,Johnson,538,France,Male,35,1,55704,3,0,1,128111,1
4611,15995851,Williams,673,France,Female,19,5,190864,2,1,1,70573,0
7862,15905805,Robert,442,Spain,Female,42,8,197417,2,1,1,22021,1
1859,15830860,Johnson,345,Germany,Male,48,7,183708,3,0,0,68046,0
7860,15990696,Williams,615,Germany,Male,29,3,139373,1,1,1,79136,0
4982,15987155,Robert,530,Germany,Female,28,7,120749,1,0,1,100918,0
9476,15946919,Brown,671,Germany,Female,60,0,75800,1,0,1,130546,1
1830,15818577,Joseph,826,Spain,Male,68,4,204439,3,1,0,56917,1
5430,15869969,Brown,741,Spain,Male,52,10,229669,3,0,1,119073,1
1554,15941040,Senapati,659,France,Female,18,4,123703,4,0,0,51004,0
5406,15831979,Brown,533,Germany,Male,34,5,26194,4,1,0,129089,1
2891,15948128,Joseph,645,Germany,Female,37,4,141631,1,1,1,128071,0
8992,15885554,Joseph,319,France,Female,66,0,144188,1,0,1,52923,0
5497,15950478,Hussain,711,Germany,Male,58,8,118053,4,0,0,81474,0
7756,15860751,Doe,329,Germany,Male,26,7,132313,2,0,0,81120,0
5727,15917476,Senapati,577,France,Female,49,10,125601,1,1,1,62487,1
9248,15944376,Senapati,711,France,Female,68,7,68685,1,1,1,80876,1
7660,16007153,Joseph,733,Germany,Female,19,3,226977,4,1,0,73887,0
3908,15864387,Hussain,452,France,Male,53,10,28281,1,1,1,82051,0
